Ticker,Ex-Dividend Date,Dividend,Payment Date,Yield
ATO,2015-11-19,0.42,2015-12-07,0.0257
ATO,2015-08-20,0.39,2015-09-08,0.0271
ATO,2015-05-21,0.39,2015-06-08,0.0284
ATO,2015-02-19,0.39,2015-03-09,0.0284
ATO,2014-11-20,0.39,2014-12-08,0.0282
ATO,2014-08-21,0.37,2014-09-08,0.0292
ATO,2014-05-22,0.37,2014-06-09,0.029
ATO,2014-02-20,0.37,2014-03-10,0.032
ATO,2013-11-21,0.37,2013-12-09,0.0313
ATO,2013-08-22,0.35,2013-09-09,0.0338
ATO,2013-05-16,0.35,2013-06-03,0.0313
ATO,2013-02-28,0.35,2013-03-18,0.0362
ATO,2012-11-21,0.35,2012-12-10,0.0402
ATO,2012-08-23,0.345,2012-09-10,0.0387
ATO,2012-05-23,0.345,2012-06-11,0.0416
ATO,2012-02-23,0.345,2012-03-12,0.0428
ATO,2011-11-22,0.345,2011-12-12,0.04
ATO,2011-08-23,0.34,2011-09-12,0.0432
ATO,2011-05-23,0.34,2011-06-10,0.0401
ATO,2011-02-23,0.34,2011-03-10,0.0396
ATO,2010-11-23,0.34,2010-12-10,0.0439
ATO,2010-08-23,0.335,2010-09-10,0.0467
ATO,2010-05-21,0.335,2010-06-10,0.0491
ATO,2010-02-23,0.335,2010-03-10,0.0475
ATO,2009-11-23,0.335,2009-12-10,0.0472
ATO,2009-08-21,0.33,2009-09-10,0.0474
ATO,2009-05-21,0.33,2009-06-10,0.0534
ATO,2009-02-23,0.33,2009-03-10,0.0562
ATO,2008-11-21,0.33,2008-12-10,0.0556
ATO,2008-08-21,0.325,2008-09-10,0.0472
ATO,2008-05-22,0.325,2008-06-10,0.0462
ATO,2008-02-21,0.325,2008-03-10,0.0467
ATO,2007-11-21,0.325,2007-12-10,0.0477
ATO,2007-08-23,0.32,2007-09-10,0.0464
ATO,2007-05-23,0.32,2007-06-11,0.0385
ATO,2007-02-22,0.32,2007-03-12,0.0387
ATO,2006-11-22,0.32,2006-12-11,0.0385
ATO,2006-08-23,0.315,2006-09-11,0.0434
ATO,2006-05-23,0.315,2006-06-12,0.0472
ATO,2006-02-23,0.315,2006-03-10,0.0463
ATO,2005-11-22,0.315,2005-12-12,0.0465
ATO,2005-08-23,0.31,2005-09-12,0.0427
ATO,2005-05-23,0.31,2005-06-10,0.0444
ATO,2005-02-23,0.31,2005-03-10,0.0445
ATO,2004-11-22,0.31,2004-12-10,0.0467
ATO,2004-08-23,0.305,2004-09-10,0.0485
ATO,2004-05-21,0.305,2004-06-10,0.0505
ATO,2004-02-23,0.305,2004-03-10,0.0458
ATO,2003-11-21,0.305,2003-12-10,0.0493
ATO,2003-08-21,0.3,2003-09-10,0.0484
ATO,2003-05-22,0.3,2003-06-10,0.0504
ATO,2003-02-21,0.3,2003-03-10,0.0538
ATO,2002-11-21,0.3,2002-12-10,0.0533
ATO,2002-08-22,0.295,2002-09-10,0.0539
ATO,2002-05-23,0.295,2002-06-10,0.0504
ATO,2002-02-21,0.295,2002-03-11,0.052
ATO,2001-11-21,0.295,2001-12-10,0.0543
ATO,2001-08-22,0.29,2001-09-10,0.0515
ATO,2001-05-23,0.29,2001-06-11,0.049
ATO,2001-02-22,0.29,2001-03-12,0.0475
ATO,2000-11-20,0.29,2000-12-11,0.0465
ATO,2000-08-23,0.285,2000-09-11,0.0515
ATO,2000-05-23,0.285,2000-06-12,0.069
ATO,2000-02-23,0.285,2000-03-10,0.0676
CVX,2022-11-17,1.42,2022-12-12,0.0316
CVX,2022-08-18,1.42,2022-09-12,0.036
CVX,2022-05-18,1.42,2022-06-10,0.0326
CVX,2022-02-15,1.42,2022-03-10,0.0416
CVX,2021-11-17,1.34,2021-12-10,0.0457
CVX,2021-08-18,1.34,2021-09-10,0.0532
CVX,2021-05-18,1.34,2021-06-10,0.0484
CVX,2021-02-16,1.29,2021-03-10,0.0558
CVX,2020-11-17,1.29,2020-12-10,0.058
CVX,2020-08-18,1.29,2020-09-10,0.0568
CVX,2020-05-18,1.29,2020-06-10,0.0579
CVX,2020-02-14,1.29,2020-03-10,0.0462
CVX,2019-11-15,1.19,2019-12-10,0.039
CVX,2019-08-16,1.19,2019-09-10,0.0407
CVX,2019-05-16,1.19,2019-06-10,0.039
CVX,2019-02-14,1.19,2019-03-11,0.0398
CVX,2018-11-15,1.12,2018-12-10,0.0387
CVX,2018-08-16,1.12,2018-09-10,0.038
CVX,2018-05-17,1.12,2018-06-11,0.0346
CVX,2018-02-15,1.12,2018-03-12,0.0394
CVX,2017-11-16,1.08,2017-12-11,0.0371
CVX,2017-08-16,1.08,2017-09-11,0.0398
CVX,2017-05-17,1.08,2017-06-12,0.0403
CVX,2017-02-14,1.08,2017-03-10,0.0379
CVX,2016-11-16,1.08,2016-12-12,0.0396
CVX,2016-08-17,1.07,2016-09-12,0.0417
CVX,2016-05-17,1.07,2016-06-10,0.0418
CVX,2016-02-16,1.07,2016-03-10,0.0501
CVX,2015-11-16,1.07,2015-12-10,0.0483
CVX,2015-08-17,1.07,2015-09-10,0.0498
CVX,2015-05-15,1.07,2015-06-10,0.0395
CVX,2015-02-12,1.07,2015-03-10,0.0389
CVX,2014-11-14,1.07,2014-12-10,0.0362
CVX,2014-08-15,1.07,2014-09-10,0.0326
CVX,2014-05-15,1.07,2014-06-10,0.0322
CVX,2014-02-12,1,2014-03-10,0.0352
CVX,2013-11-14,1,2013-12-10,0.0325
CVX,2013-08-15,1,2013-09-10,0.0311
CVX,2013-05-15,1,2013-06-10,0.0296
CVX,2013-02-13,0.9,2013-03-11,0.0309
CVX,2012-11-14,0.9,2012-12-10,0.0333
CVX,2012-08-15,0.9,2012-09-10,0.0302
CVX,2012-05-16,0.9,2012-06-11,0.0327
CVX,2012-02-15,0.81,2012-03-12,0.0299
CVX,2011-11-16,0.81,2011-12-12,0.0299
CVX,2011-08-17,0.78,2011-09-12,0.0306
CVX,2011-05-17,0.78,2011-06-10,0.0289
CVX,2011-02-14,0.72,2011-03-10,0.0299
CVX,2010-11-16,0.72,2010-12-10,0.0335
CVX,2010-08-17,0.72,2010-09-10,0.036
CVX,2010-05-17,0.72,2010-06-10,0.0355
CVX,2010-02-12,0.68,2010-03-10,0.0375
CVX,2009-11-16,0.68,2009-12-10,0.0341
CVX,2009-08-17,0.68,2009-09-10,0.0383
CVX,2009-05-15,0.65,2009-06-10,0.0383
CVX,2009-02-12,0.65,2009-03-10,0.0365
CVX,2008-11-14,0.65,2008-12-10,0.0334
CVX,2008-08-15,0.65,2008-09-10,0.0284
CVX,2008-05-15,0.65,2008-06-10,0.0245
CVX,2008-02-13,0.58,2008-03-10,0.0286
CVX,2007-11-14,0.58,2007-12-10,0.026
CVX,2007-08-15,0.58,2007-09-10,0.0267
CVX,2007-05-16,0.58,2007-06-11,0.0265
CVX,2007-02-14,0.52,2007-03-12,0.0286
CVX,2006-11-15,0.52,2006-12-11,0.0286
CVX,2006-08-16,0.52,2006-09-11,0.029
CVX,2006-05-17,0.52,2006-06-12,0.0306
CVX,2006-02-14,0.45,2006-03-10,0.0318
CVX,2005-11-16,0.45,2005-12-12,0.0309
CVX,2005-08-17,0.45,2005-09-12,0.0279
CVX,2005-05-17,0.45,2005-06-10,0.0327
CVX,2005-02-14,0.4,2005-03-10,0.0269
CVX,2004-11-16,0.4,2004-12-10,0.0289
CVX,2004-08-17,0.8,2004-09-10,0.0309
CVX,2004-05-17,0.73,2004-06-10,0.0315
CVX,2004-02-13,0.73,2004-03-10,0.0331
CVX,2003-11-14,0.73,2003-12-10,0.0378
CVX,2003-08-15,0.73,2003-09-10,0.0381
CVX,2003-05-15,0.7,2003-06-10,0.0413
CVX,2003-02-12,0.7,2003-03-10,0.0434
CVX,2002-11-14,0.7,2002-12-10,0.0421
CVX,2002-08-15,0.7,2002-09-10,0.0362
CVX,2002-05-15,0.7,2002-06-10,0.0306
CVX,2002-02-13,0.7,2002-03-11,0.0328
CVX,2001-11-14,0.7,2001-12-10,0.0294
CVX,2001-08-15,0.65,2001-09-10,0.0282
CVX,2001-05-16,0.65,2001-06-11,0.0273
CVX,2001-02-14,0.65,2001-03-12,0.0302
CVX,2000-11-15,0.65,2000-12-11,0.0309
CVX,2000-08-16,0.65,2000-09-11,0.0311
CVX,2000-05-17,0.65,2000-06-12,0.0275
CVX,2000-02-16,0.65,2000-03-10,0.0325
CWT,2022-11-04,0.25,2022-11-18,0.0164
CWT,2022-08-05,0.25,2022-08-19,0.0163
CWT,2022-05-06,0.25,2022-05-20,0.0197
CWT,2022-02-04,0.25,2022-02-18,0.0165
CWT,2021-11-05,0.23,2021-11-19,0.0147
CWT,2021-08-06,0.23,2021-08-20,0.014
CWT,2021-05-07,0.23,2021-05-21,0.0159
CWT,2021-02-05,0.23,2021-02-19,0.0164
CWT,2020-11-06,0.2125,2020-11-20,0.0185
CWT,2020-08-07,0.2125,2020-08-21,0.0181
CWT,2020-05-08,0.2125,2020-05-22,0.0188
CWT,2020-02-07,0.2125,2020-02-21,0.0157
CWT,2019-11-07,0.1975,2019-11-22,0.0148
CWT,2019-08-09,0.1975,2019-08-23,0.0147
CWT,2019-05-03,0.1975,2019-05-17,0.0159
CWT,2019-02-08,0.1975,2019-02-22,0.0156
CWT,2018-11-08,0.1875,2018-11-23,0.0167
CWT,2018-08-03,0.1875,2018-08-17,0.0183
CWT,2018-05-04,0.1875,2018-05-18,0.0188
CWT,2018-02-09,0.1875,2018-02-23,0.0201
CWT,2017-11-03,0.18,2017-11-17,0.0166
CWT,2017-08-03,0.18,2017-08-18,0.0188
CWT,2017-05-04,0.18,2017-05-19,0.0205
CWT,2017-02-02,0.18,2017-02-17,0.0214
CWT,2016-11-03,0.1725,2016-11-18,0.0224
CWT,2016-08-04,0.1725,2016-08-19,0.0212
CWT,2016-05-05,0.1725,2016-05-20,0.0238
CWT,2016-02-04,0.1725,2016-02-19,0.0276
CWT,2015-11-05,0.1675,2015-11-20,0.0295
CWT,2015-08-06,0.1675,2015-08-21,0.0308
CWT,2015-05-07,0.1675,2015-05-22,0.0276
CWT,2015-02-05,0.1675,2015-02-20,0.0262
CWT,2014-11-06,0.1625,2014-11-21,0.025
CWT,2014-08-07,0.1625,2014-08-22,0.0276
CWT,2014-05-08,0.1625,2014-05-23,0.0298
CWT,2014-02-06,0.1625,2014-02-21,0.0293
CWT,2013-11-07,0.16,2013-11-25,0.0284
CWT,2013-08-08,0.16,2013-08-23,0.0292
CWT,2013-05-02,0.16,2013-05-17,0.0322
CWT,2013-02-07,0.16,2013-02-22,0.0323
CWT,2012-11-07,0.1575,2012-11-23,0.0339
CWT,2012-08-02,0.1575,2012-08-17,0.0342
CWT,2012-05-03,0.1575,2012-05-18,0.0349
CWT,2012-02-02,0.1575,2012-02-17,0.0327
CWT,2011-11-03,0.15375,2011-11-18,0.033
CWT,2011-08-04,0.15375,2011-08-19,0.0332
CWT,2011-05-05,0.3075,2011-05-20,0.0324
CWT,2011-02-03,0.3075,2011-02-18,0.033
CWT,2010-11-04,0.2975,2010-11-19,0.0319
CWT,2010-08-05,0.2975,2010-08-20,0.0332
CWT,2010-05-06,0.2975,2010-05-21,0.0307
CWT,2010-02-04,0.2975,2010-02-19,0.0324
CWT,2009-11-05,0.295,2009-11-20,0.033
CWT,2009-08-06,0.295,2009-08-21,0.0317
CWT,2009-05-06,0.295,2009-05-18,0.0313
CWT,2009-02-05,0.295,2009-02-20,0.026
CWT,2008-10-30,0.2925,2008-11-14,0.0348
CWT,2008-07-31,0.2925,2008-08-15,0.0329
CWT,2008-05-02,0.2925,2008-05-16,0.0311
CWT,2008-01-31,0.2925,2008-02-15,0.0346
CWT,2007-11-01,0.29,2007-11-16,0.0261
CWT,2007-08-02,0.29,2007-08-17,0.0303
CWT,2007-05-03,0.29,2007-05-18,0.0298
CWT,2007-02-01,0.29,2007-02-16,0.029
CWT,2006-11-02,0.2875,2006-11-17,0.0306
CWT,2006-08-03,0.2875,2006-08-18,0.031
CWT,2006-05-04,0.2875,2006-05-19,0.0273
CWT,2006-02-02,0.2875,2006-02-17,0.027
CWT,2005-11-03,0.285,2005-11-18,0.0309
CWT,2005-08-04,0.285,2005-08-19,0.0271
CWT,2005-05-05,0.285,2005-05-20,0.0322
CWT,2005-02-03,0.285,2005-02-18,0.0353
CWT,2004-11-04,0.2825,2004-11-19,0.0372
CWT,2004-08-05,0.2825,2004-08-20,0.0404
CWT,2004-05-06,0.2825,2004-05-21,0.0399
CWT,2004-02-04,0.2825,2004-02-20,0.0384
CWT,2003-10-29,0.28125,2003-11-14,0.042
CWT,2003-07-30,0.28125,2003-08-15,0.0388
CWT,2003-04-30,0.28125,2003-05-16,0.0412
CWT,2003-02-05,0.28125,2003-02-21,0.0456
CWT,2002-10-31,0.28,2002-11-18,0.0446
CWT,2002-08-01,0.28,2002-08-19,0.0461
CWT,2002-05-02,0.28,2002-05-20,0.0447
CWT,2002-02-06,0.28,2002-02-22,0.0459
CWT,2001-10-30,0.27875,2001-11-15,0.0423
CWT,2001-07-30,0.27875,2001-08-15,0.0458
CWT,2001-04-27,0.27875,2001-05-15,0.0418
CWT,2001-01-30,0.27875,2001-02-15,0.0451
CWT,2000-10-30,0.275,2000-11-15,0.0425
CWT,2000-07-28,0.275,2000-08-15,0.0474
CWT,2000-04-27,0.275,2000-05-15,0.0447
CWT,2000-01-28,0.275,2000-02-15,0.0405
LEG,2022-09-14,0.44,2022-10-14,0.0465
LEG,2022-06-14,0.44,2022-07-15,0.0486
LEG,2022-03-14,0.42,2022-04-15,0.0465
LEG,2021-12-14,0.42,2022-01-14,0.041
LEG,2021-09-14,0.42,2021-10-15,0.0352
LEG,2021-06-14,0.42,2021-07-15,0.0311
LEG,2021-03-12,0.4,2021-04-15,0.0331
LEG,2020-12-14,0.4,2021-01-15,0.0389
LEG,2020-09-14,0.4,2020-10-15,0.0359
LEG,2020-06-12,0.4,2020-07-15,0.0482
LEG,2020-03-12,0.4,2020-04-15,0.0466
LEG,2019-12-12,0.4,2020-01-15,0.031
LEG,2019-09-12,0.4,2019-10-15,0.0381
LEG,2019-06-13,0.4,2019-07-15,0.0423
LEG,2019-03-14,0.38,2019-04-15,0.0348
LEG,2018-12-13,0.38,2019-01-15,0.0405
LEG,2018-09-21,0.38,2018-10-15,0.033
LEG,2018-06-14,0.38,2018-07-13,0.0345
LEG,2018-03-14,0.36,2018-04-13,0.0306
LEG,2017-12-14,0.36,2018-01-12,0.0311
LEG,2017-09-14,0.36,2017-10-13,0.0316
LEG,2017-06-13,0.36,2017-07-14,0.0273
LEG,2017-03-13,0.34,2017-04-13,0.0278
LEG,2016-12-13,0.34,2017-01-13,0.0271
LEG,2016-09-13,0.34,2016-10-14,0.0272
LEG,2016-06-13,0.34,2016-07-15,0.0271
LEG,2016-03-11,0.32,2016-04-15,0.0277
LEG,2015-12-11,0.32,2016-01-15,0.0289
LEG,2015-09-11,0.32,2015-10-15,0.0283
LEG,2015-06-11,0.31,2015-07-15,0.0252
LEG,2015-03-11,0.31,2015-04-15,0.0277
LEG,2014-12-11,0.31,2015-01-15,0.0294
LEG,2014-09-11,0.31,2014-10-15,0.0341
LEG,2014-06-11,0.3,2014-07-15,0.0352
LEG,2014-03-12,0.3,2014-04-15,0.0371
LEG,2013-12-11,0.3,2014-01-15,0.0398
LEG,2013-09-11,0.3,2013-10-15,0.0387
LEG,2013-06-12,0.29,2013-07-15,0.0364
LEG,2013-03-13,0.29,2013-04-15,0.0354
LEG,2012-12-06,0.29,2012-12-27,0.042
LEG,2012-09-12,0.29,2012-10-15,0.046
LEG,2012-06-13,0.28,2012-07-13,0.0536
LEG,2012-03-13,0.28,2012-04-13,0.0487
LEG,2011-12-13,0.28,2012-01-13,0.0478
LEG,2011-09-13,0.28,2011-10-14,0.0528
LEG,2011-06-13,0.27,2011-07-15,0.0464
LEG,2011-03-11,0.27,2011-04-15,0.0457
LEG,2010-12-13,0.27,2011-01-14,0.0478
LEG,2010-09-13,0.27,2010-10-15,0.0491
LEG,2010-06-11,0.26,2010-07-15,0.0453
LEG,2010-03-11,0.26,2010-04-15,0.0478
LEG,2009-12-11,0.26,2010-01-15,0.0515
LEG,2009-09-11,0.26,2009-10-15,0.0532
LEG,2009-06-11,0.25,2009-07-15,0.0616
LEG,2009-03-11,0.25,2009-04-15,0.0898
LEG,2008-12-11,0.25,2009-01-15,0.0656
LEG,2008-09-11,0.25,2008-10-15,0.0428
LEG,2008-06-11,0.25,2008-07-15,0.0494
LEG,2008-03-12,0.25,2008-04-15,0.056
LEG,2007-12-12,0.25,2008-01-15,0.0397
LEG,2007-09-12,0.18,2007-10-15,0.0363
LEG,2007-06-13,0.18,2007-07-13,0.0296
LEG,2007-03-13,0.17,2007-04-13,0.0288
LEG,2006-12-13,0.17,2007-01-15,0.0284
LEG,2006-09-13,0.17,2006-10-13,0.0267
LEG,2006-06-13,0.17,2006-07-14,0.0265
LEG,2006-03-13,0.16,2006-04-14,0.0269
LEG,2005-12-13,0.16,2006-01-13,0.0262
LEG,2005-09-13,0.16,2005-10-14,0.0255
LEG,2005-06-13,0.16,2005-07-15,0.0236
LEG,2005-03-11,0.15,2005-04-15,0.0203
LEG,2004-12-13,0.15,2005-01-14,0.0195
LEG,2004-09-13,0.15,2004-10-15,0.0203
LEG,2004-06-14,0.14,2004-07-15,0.0232
LEG,2004-03-11,0.14,2004-04-15,0.0231
LEG,2003-12-11,0.14,2004-01-15,0.0257
LEG,2003-09-11,0.14,2003-10-15,0.0239
LEG,2003-06-11,0.13,2003-07-15,0.0231
LEG,2003-03-12,0.13,2003-04-15,0.029
LEG,2002-12-11,0.13,2003-01-15,0.022
LEG,2002-09-11,0.13,2002-10-15,0.021
LEG,2002-06-12,0.12,2002-07-15,0.0189
LEG,2002-03-13,0.12,2002-04-15,0.0185
LEG,2001-12-12,0.12,2002-01-15,0.0208
LEG,2001-08-22,0.12,2001-09-14,0.0195
LEG,2001-05-23,0.12,2001-06-15,0.0205
LEG,2001-02-28,0.12,2001-03-15,0.0225
LEG,2000-11-21,0.11,2001-01-02,0.0263
LEG,2000-08-23,0.11,2000-09-15,0.0208
LEG,2000-05-17,0.1,2000-06-15,0.0187
LEG,2000-02-23,0.1,2000-03-15,0.0227
ITW,2022-12-29,1.31,2023-01-12,0.0245
ITW,2022-09-29,1.31,2022-10-14,0.0278
ITW,2022-06-29,1.22,2022-07-14,0.0267
ITW,2022-03-30,1.22,2022-04-14,0.0223
ITW,2021-12-30,1.22,2022-01-14,0.0198
ITW,2021-09-29,1.22,2021-10-14,0.0228
ITW,2021-06-29,1.14,2021-07-15,0.0203
ITW,2021-03-30,1.14,2021-04-14,0.0201
ITW,2020-12-30,1.14,2021-01-14,0.0228
ITW,2020-09-29,1.14,2020-10-14,0.0233
ITW,2020-06-29,1.07,2020-07-15,0.0255
ITW,2020-03-30,1.07,2020-04-15,0.0299
ITW,2019-12-30,1.07,2020-01-15,0.0236
ITW,2019-09-27,1.07,2019-10-09,0.0276
ITW,2019-06-27,1,2019-07-10,0.0267
ITW,2019-03-28,1,2019-04-10,0.028
ITW,2018-12-28,1,2019-01-10,0.0318
ITW,2018-09-27,1,2018-10-09,0.028
ITW,2018-06-28,0.78,2018-07-11,0.0221
ITW,2018-03-28,0.78,2018-04-10,0.02
ITW,2017-12-28,0.78,2018-01-10,0.0187
ITW,2017-09-28,0.78,2017-10-10,0.0211
ITW,2017-06-28,0.65,2017-07-12,0.0183
ITW,2017-03-29,0.65,2017-04-11,0.0196
ITW,2016-12-28,0.65,2017-01-11,0.0208
ITW,2016-09-28,0.65,2016-10-06,0.0218
ITW,2016-06-28,0.55,2016-07-08,0.0223
ITW,2016-03-29,0.55,2016-04-07,0.0217
ITW,2015-12-29,0.55,2016-01-07,0.0221
ITW,2015-09-28,0.55,2015-10-06,0.0243
ITW,2015-06-26,0.485,2015-07-07,0.0209
ITW,2015-03-27,0.485,2015-04-07,0.0194
ITW,2014-12-29,0.485,2015-01-06,0.0187
ITW,2014-09-26,0.485,2014-10-07,0.0205
ITW,2014-06-26,0.42,2014-07-08,0.019
ITW,2014-03-27,0.42,2014-04-08,0.0203
ITW,2013-12-27,0.42,2014-01-07,0.0191
ITW,2013-09-26,0.42,2013-10-08,0.0202
ITW,2013-06-26,0.38,2013-07-09,0.0224
ITW,2013-03-26,0.38,2013-04-09,0.0244
ITW,2012-12-14,0.38,2013-01-08,0.0239
ITW,2012-09-26,0.38,2012-10-10,0.0244
ITW,2012-06-27,0.36,2012-07-10,0.0278
ITW,2012-03-28,0.36,2012-04-10,0.0246
ITW,2011-12-28,0.36,2012-01-10,0.0292
ITW,2011-09-28,0.36,2011-10-12,0.0307
ITW,2011-06-28,0.34,2011-07-12,0.0248
ITW,2011-03-29,0.34,2011-04-12,0.0245
ITW,2010-12-29,0.34,2011-01-11,0.0242
ITW,2010-09-28,0.34,2010-10-13,0.0271
ITW,2010-06-28,0.31,2010-07-13,0.0281
ITW,2010-03-29,0.31,2010-04-13,0.0263
ITW,2009-12-29,0.31,2010-01-12,0.0257
ITW,2009-09-28,0.31,2009-10-14,0.0293
ITW,2009-06-26,0.31,2009-07-14,0.0337
ITW,2009-03-27,0.31,2009-04-14,0.0373
ITW,2008-12-29,0.31,2009-01-13,0.0346
ITW,2008-09-26,0.31,2008-10-14,0.0255
ITW,2008-06-26,0.28,2008-07-14,0.023
ITW,2008-03-27,0.28,2008-04-14,0.0214
ITW,2007-12-27,0.28,2008-01-14,0.0178
ITW,2007-09-26,0.28,2007-10-15,0.0157
ITW,2007-06-27,0.21,2007-07-16,0.0155
ITW,2007-03-28,0.21,2007-04-16,0.0153
ITW,2006-12-27,0.21,2007-01-22,0.0162
ITW,2006-09-27,0.21,2006-10-16,0.0155
ITW,2006-06-28,0.165,2006-07-17,0.014
ITW,2006-03-29,0.33,2006-04-17,0.0131
ITW,2005-12-28,0.33,2006-01-23,0.0137
ITW,2005-09-28,0.33,2005-10-17,0.0146
ITW,2005-06-28,0.28,2005-07-18,0.014
ITW,2005-03-29,0.28,2005-04-18,0.0119
ITW,2004-12-29,0.28,2005-01-24,0.0111
ITW,2004-09-28,0.28,2004-10-18,0.011
ITW,2004-06-28,0.24,2004-07-19,0.01
ITW,2004-03-29,0.24,2004-04-19,0.0123
ITW,2003-12-29,0.24,2004-01-26,0.0112
ITW,2003-09-26,0.24,2003-10-20,0.0136
ITW,2003-06-26,0.23,2003-07-21,0.0138
ITW,2003-03-27,0.23,2003-04-21,0.0151
ITW,2002-12-27,0.23,2003-01-27,0.0137
ITW,2002-09-26,0.23,2002-10-18,0.015
ITW,2002-06-26,0.22,2002-07-19,0.013
ITW,2002-03-26,0.22,2002-04-19,0.0119
ITW,2001-12-27,0.22,2002-01-25,0.0122
ITW,2001-09-26,0.22,2001-10-19,0.0155
ITW,2001-06-27,0.2,2001-07-20,0.0122
ITW,2001-03-28,0.2,2001-04-20,0.0133
ITW,2000-12-27,0.2,2001-01-26,0.0131
ITW,2000-09-27,0.2,2000-10-19,0.0138
ITW,2000-06-28,0.18,2000-07-21,0.0127
ITW,2000-03-29,0.18,2000-04-20,0.0121
DOV,2022-08-30,0.505,2022-09-15,0.0159
DOV,2022-05-27,0.5,2022-06-15,0.015
DOV,2022-02-25,0.5,2022-03-15,0.0129
DOV,2021-11-29,0.5,2021-12-14,0.0117
DOV,2021-08-30,0.5,2021-09-15,0.0115
DOV,2021-05-27,0.495,2021-06-15,0.0133
DOV,2021-02-25,0.495,2021-03-15,0.0158
DOV,2020-11-27,0.495,2020-12-14,0.016
DOV,2020-08-28,0.495,2020-09-15,0.0178
DOV,2020-05-28,0.49,2020-06-15,0.0202
DOV,2020-02-27,0.49,2020-03-16,0.0181
DOV,2019-11-27,0.49,2019-12-16,0.0174
DOV,2019-08-29,0.49,2019-09-16,0.0216
DOV,2019-05-30,0.48,2019-06-17,0.0212
DOV,2019-02-27,0.48,2019-03-15,0.021
DOV,2018-11-29,0.48,2018-12-17,0.0227
DOV,2018-08-30,0.48,2018-09-17,0.0221
DOV,2018-05-30,0.47,2018-06-15,0.0241
DOV,2018-02-27,0.47,2018-03-15,0.018
DOV,2017-11-29,0.47,2017-12-15,0.0195
DOV,2017-08-29,0.47,2017-09-15,0.0223
DOV,2017-05-26,0.44,2017-06-15,0.0214
DOV,2017-02-24,0.44,2017-03-15,0.0219
DOV,2016-11-28,0.44,2016-12-15,0.0243
DOV,2016-08-29,0.44,2016-09-15,0.0239
DOV,2016-05-26,0.42,2016-06-15,0.0252
DOV,2016-02-25,0.42,2016-03-15,0.0281
DOV,2015-11-25,0.42,2015-12-15,0.0249
DOV,2015-08-27,0.42,2015-09-15,0.0278
DOV,2015-05-27,0.4,2015-06-15,0.0207
DOV,2015-02-25,0.4,2015-03-16,0.0263
DOV,2014-11-25,0.4,2014-12-15,0.0158
DOV,2014-08-27,0.4,2014-09-15,0.0158
DOV,2014-05-28,0.375,2014-06-16,0.0158
DOV,2014-03-12,0.375,2014-03-31,0.0158
DOV,2013-11-26,0.375,2013-12-16,0.0158
DOV,2013-08-28,0.375,2013-09-16,0.0167
DOV,2013-05-29,0.35,2013-06-15,0.0177
DOV,2013-02-26,0.35,2013-03-15,0.0191
DOV,2012-11-28,0.35,2012-12-15,0.0212
DOV,2012-08-29,0.35,2012-09-15,0.0224
DOV,2012-05-29,0.315,2012-06-15,0.0218
DOV,2012-02-27,0.315,2012-03-15,0.0186
DOV,2011-11-28,0.315,2011-12-15,0.0235
DOV,2011-08-29,0.315,2011-09-15,0.021
DOV,2011-05-26,0.275,2011-06-15,0.0173
DOV,2011-02-24,0.275,2011-03-15,0.0171
DOV,2010-11-26,0.275,2010-12-15,0.0189
DOV,2010-08-27,0.275,2010-09-15,0.0238
DOV,2010-05-26,0.26,2010-06-15,0.0238
DOV,2010-02-24,0.26,2010-03-15,0.0229
DOV,2009-11-25,0.26,2009-12-15,0.0244
DOV,2009-08-27,0.26,2009-09-15,0.0284
DOV,2009-05-27,0.25,2009-06-15,0.0315
DOV,2009-02-25,0.25,2009-03-15,0.0362
DOV,2008-11-25,0.25,2008-12-15,0.0326
DOV,2008-08-27,0.25,2008-09-15,0.0177
DOV,2008-05-28,0.2,2008-06-15,0.0152
DOV,2008-02-27,0.2,2008-03-14,0.0182
DOV,2007-11-28,0.2,2007-12-15,0.0169
DOV,2007-08-29,0.2,2007-09-15,0.0159
DOV,2007-05-29,0.185,2007-06-15,0.015
DOV,2007-02-26,0.185,2007-03-15,0.0147
DOV,2006-11-28,0.185,2006-12-15,0.0143
DOV,2006-08-29,0.185,2006-09-15,0.0146
DOV,2006-05-26,0.17,2006-06-15,0.014
DOV,2006-02-24,0.17,2006-03-15,0.0139
DOV,2005-11-28,0.17,2005-12-15,0.0159
DOV,2005-08-29,0.17,2005-09-15,0.0163
DOV,2005-05-26,0.16,2005-06-15,0.0174
DOV,2005-02-24,0.16,2005-03-15,0.0167
DOV,2004-11-26,0.16,2004-12-15,0.0152
DOV,2004-08-27,0.16,2004-09-15,0.0157
DOV,2004-05-26,0.15,2004-06-15,0.0157
DOV,2004-02-25,0.15,2004-03-15,0.0149
DOV,2003-11-25,0.15,2003-12-12,0.0152
DOV,2003-08-27,0.15,2003-09-12,0.0148
DOV,2003-05-28,0.135,2003-06-13,0.0179
DOV,2003-02-26,0.135,2003-03-14,0.0211
DOV,2002-11-26,0.135,2002-12-13,0.0175
DOV,2002-08-28,0.135,2002-09-13,0.0185
DOV,2002-05-29,0.135,2002-06-14,0.0147
DOV,2002-02-26,0.135,2002-03-15,0.0134
DOV,2001-11-28,0.135,2001-12-14,0.0138
DOV,2001-08-29,0.135,2001-09-14,0.0137
DOV,2001-05-29,0.125,2001-06-15,0.0116
